date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:11	4087/4087	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/android-icon-192x192.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/android-icon-192x192.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:11	1207/1207	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/favicon-32x32.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/favicon-32x32.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:12	2267/2267	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/favicon-96x96.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/favicon-96x96.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:12	481/481	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/favicon-16x16.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/favicon-16x16.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:12	720/720	---M-Z	200	added ('OK')	application/json	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/manifest.json	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/manifest.json	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:13	3422/3422	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/favicons/ms-icon-144x144.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/favicons/ms-icon-144x144.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:13	234478/234478	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/css/app.min.css	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/css/app.min.css	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:14	236595/236595	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/css/style.css	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/css/style.css	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:14	454857/454857	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/assets/css/fontawesome.min.css	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/css/fontawesome.min.css	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:16	1404/1404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:16	1743/1743	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:16	1570/1570	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_3.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_3.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:17	1095/1095	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_4.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_4.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:17	1707/1707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_5.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/product/product_thumb_1_5.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:17	22207/22207	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/cart.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/cart.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:18	24885/24885	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/checkout.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/checkout.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:18	14401/14401	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/logo.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/logo.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:18	49102/49102	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/home-cleaning-service.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/home-cleaning-service.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:19	30958/30958	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/about.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/about.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:19	26495/26495	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/service.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/service.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:20	23629/23629	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/service-details.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/service-details.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:20	30190/30190	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/shop.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/shop.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:21	35471/35471	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/shop-details.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/shop-details.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:21	22414/22414	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/wishlist.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/wishlist.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:21	21383/21383	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/team.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/team.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:22	20910/20910	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/team-details.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/team-details.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:22	21440/21440	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/gallery.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/gallery.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:22	20318/20318	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/project-details.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/project-details.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:23	18955/18955	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/appointment.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/appointment.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:23	27279/27279	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/faq.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/faq.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:23	25417/25417	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/pricing.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/pricing.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:24	17279/17279	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/error.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/error.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:24	24890/24890	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/blog.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/blog.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:25	25950/25950	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/blog-details.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/blog-details.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:25	20754/20754	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2000:50:12%20GMT	https://html.themeholy.com/klano/demo/contact.html	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/contact.html	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:25	676/676	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/english.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/english.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:26	14594/14594	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/logo-white.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/logo-white.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:26	24563/24563	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_bg_2_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_bg_2_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:26	8246/8246	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/theme-img/title_icon.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/theme-img/title_icon.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:27	1465/1465	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_shape_2_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_shape_2_1.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:27	133350/133350	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_2_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_2_1.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:27	4047/4047	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/hero_shape_2_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/hero_shape_2_2.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:28	759/759	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/bubble_3.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/bubble_3.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:28	1932/1932	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/bubble_5.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/bubble_5.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:28	916/916	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/bubble_4.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/bubble_4.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:29	1938/1938	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/hero/bubble_2.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/hero/bubble_2.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:29	3002/3002	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/tool_shape_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/tool_shape_1.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:30	1408/1408	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_1.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_1.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:30	15692/15692	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:30	14726/14726	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_1.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:31	11931/11931	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:31	11041/11041	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_2.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:32	15307/15307	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_3.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_3.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:32	8336/8336	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_3.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_3.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:32	10294/10294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_4.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_4.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:33	7977/7977	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_4.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_4.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:33	12346/12346	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_5.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_5.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:34	12610/12610	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_5.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_5.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:34	15483/15483	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/service/service_card_6.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/service/service_card_6.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:34	8694/8694	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/service_card_6.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/service_card_6.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:35	2688/2688	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_3.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_3.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:35	27267/27267	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_1_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_1_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:35	9427/9427	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_1_2.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_1_2.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:36	4243/4243	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jan%202024%2000:50:18%20GMT	https://html.themeholy.com/klano/demo/assets/img/shape/vector_shape_2.png	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/shape/vector_shape_2.png	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:36	12483/12483	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/about_feature_1.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/about_feature_1.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:36	12179/12179	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/icon/about_feature_2.svg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/icon/about_feature_2.svg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:36	1414/1414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_author.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_author.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:37	2519/2519	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:16%20GMT	https://html.themeholy.com/klano/demo/assets/img/normal/about_signature.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/normal/about_signature.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
21:16:37	18534/18534	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202024%2000:50:14%20GMT	https://html.themeholy.com/klano/demo/assets/img/bg/video_bg_1.jpg	C:/My%20Web%20Sites/cleaning/html.themeholy.com/klano/demo/assets/img/bg/video_bg_1.jpg	(from https://html.themeholy.com/klano/demo/home-house-cleaner.html)
